anio,provincia,sexo,edad,cobertura_medica,cantidad
2010,2,Varón,0,Obra social (incluye PAMI),5906
2010,2,Mujer,0,Obra social (incluye PAMI),5544
2010,2,Varón,1,Obra social (incluye PAMI),5229
2010,2,Mujer,1,Obra social (incluye PAMI),5830
2010,2,Varón,2,Obra social (incluye PAMI),5844
2010,2,Mujer,2,Obra social (incluye PAMI),5608
2010,2,Varón,3,Obra social (incluye PAMI),5461
2010,2,Mujer,3,Obra social (incluye PAMI),5130
2010,2,Varón,4,Obra social (incluye PAMI),5908
2010,2,Mujer,4,Obra social (incluye PAMI),5811
2010,2,Varón,5,Obra social (incluye PAMI),5796
2010,2,Mujer,5,Obra social (incluye PAMI),5610
2010,2,Varón,6,Obra social (incluye PAMI),6135
2010,2,Mujer,6,Obra social (incluye PAMI),6314
2010,2,Varón,7,Obra social (incluye PAMI),5941
2010,2,Mujer,7,Obra social (incluye PAMI),5633
2010,2,Varón,8,Obra social (incluye PAMI),5998
2010,2,Mujer,8,Obra social (incluye PAMI),5551
2010,2,Varón,9,Obra social (incluye PAMI),5789
2010,2,Mujer,9,Obra social (incluye PAMI),5625
2010,2,Varón,10,Obra social (incluye PAMI),6261
2010,2,Mujer,10,Obra social (incluye PAMI),5994
2010,2,Varón,11,Obra social (incluye PAMI),5595
2010,2,Mujer,11,Obra social (incluye PAMI),5642
2010,2,Varón,12,Obra social (incluye PAMI),6211
2010,2,Mujer,12,Obra social (incluye PAMI),5734
2010,2,Varón,13,Obra social (incluye PAMI),5821
2010,2,Mujer,13,Obra social (incluye PAMI),6132
2010,2,Varón,14,Obra social (incluye PAMI),6655
2010,2,Mujer,14,Obra social (incluye PAMI),5955
2010,2,Varón,15,Obra social (incluye PAMI),6438
2010,2,Mujer,15,Obra social (incluye PAMI),6188
2010,2,Varón,16,Obra social (incluye PAMI),6202
2010,2,Mujer,16,Obra social (incluye PAMI),6136
2010,2,Varón,17,Obra social (incluye PAMI),6166
2010,2,Mujer,17,Obra social (incluye PAMI),6320
2010,2,Varón,18,Obra social (incluye PAMI),7114
2010,2,Mujer,18,Obra social (incluye PAMI),7354
2010,2,Varón,19,Obra social (incluye PAMI),7932
2010,2,Mujer,19,Obra social (incluye PAMI),7979
2010,2,Varón,20,Obra social (incluye PAMI),8508
2010,2,Mujer,20,Obra social (incluye PAMI),8607
2010,2,Varón,21,Obra social (incluye PAMI),8239
2010,2,Mujer,21,Obra social (incluye PAMI),8198
2010,2,Varón,22,Obra social (incluye PAMI),8130
2010,2,Mujer,22,Obra social (incluye PAMI),8331
2010,2,Varón,23,Obra social (incluye PAMI),8601
2010,2,Mujer,23,Obra social (incluye PAMI),9613
2010,2,Varón,24,Obra social (incluye PAMI),9594
2010,2,Mujer,24,Obra social (incluye PAMI),9398
2010,2,Varón,25,Obra social (incluye PAMI),9015
2010,2,Mujer,25,Obra social (incluye PAMI),8950
2010,2,Varón,26,Obra social (incluye PAMI),9230
2010,2,Mujer,26,Obra social (incluye PAMI),8657
2010,2,Varón,27,Obra social (incluye PAMI),9350
2010,2,Mujer,27,Obra social (incluye PAMI),9056
2010,2,Varón,28,Obra social (incluye PAMI),9623
2010,2,Mujer,28,Obra social (incluye PAMI),9762
2010,2,Varón,29,Obra social (incluye PAMI),9556
2010,2,Mujer,29,Obra social (incluye PAMI),8913
2010,2,Varón,30,Obra social (incluye PAMI),10540
2010,2,Mujer,30,Obra social (incluye PAMI),10351
2010,2,Varón,31,Obra social (incluye PAMI),9453
2010,2,Mujer,31,Obra social (incluye PAMI),9489
2010,2,Varón,32,Obra social (incluye PAMI),8970
2010,2,Mujer,32,Obra social (incluye PAMI),9301
2010,2,Varón,33,Obra social (incluye PAMI),8758
2010,2,Mujer,33,Obra social (incluye PAMI),9452
2010,2,Varón,34,Obra social (incluye PAMI),8415
2010,2,Mujer,34,Obra social (incluye PAMI),9308
2010,2,Varón,35,Obra social (incluye PAMI),8056
2010,2,Mujer,35,Obra social (incluye PAMI),9041
2010,2,Varón,36,Obra social (incluye PAMI),8093
2010,2,Mujer,36,Obra social (incluye PAMI),8705
2010,2,Varón,37,Obra social (incluye PAMI),7854
2010,2,Mujer,37,Obra social (incluye PAMI),8106
2010,2,Varón,38,Obra social (incluye PAMI),7304
2010,2,Mujer,38,Obra social (incluye PAMI),8053
2010,2,Varón,39,Obra social (incluye PAMI),7896
2010,2,Mujer,39,Obra social (incluye PAMI),7932
2010,2,Varón,40,Obra social (incluye PAMI),7463
2010,2,Mujer,40,Obra social (incluye PAMI),8034
2010,2,Varón,41,Obra social (incluye PAMI),7168
2010,2,Mujer,41,Obra social (incluye PAMI),7625
2010,2,Varón,42,Obra social (incluye PAMI),6772
2010,2,Mujer,42,Obra social (incluye PAMI),7368
2010,2,Varón,43,Obra social (incluye PAMI),6044
2010,2,Mujer,43,Obra social (incluye PAMI),7591
2010,2,Varón,44,Obra social (incluye PAMI),6064
2010,2,Mujer,44,Obra social (incluye PAMI),7128
2010,2,Varón,45,Obra social (incluye PAMI),6436
2010,2,Mujer,45,Obra social (incluye PAMI),7518
2010,2,Varón,46,Obra social (incluye PAMI),6873
2010,2,Mujer,46,Obra social (incluye PAMI),7728
2010,2,Varón,47,Obra social (incluye PAMI),7133
2010,2,Mujer,47,Obra social (incluye PAMI),7480
2010,2,Varón,48,Obra social (incluye PAMI),6770
2010,2,Mujer,48,Obra social (incluye PAMI),7861
2010,2,Varón,49,Obra social (incluye PAMI),6533
2010,2,Mujer,49,Obra social (incluye PAMI),8133
2010,2,Varón,50,Obra social (incluye PAMI),6646
2010,2,Mujer,50,Obra social (incluye PAMI),8379
2010,2,Varón,51,Obra social (incluye PAMI),6331
2010,2,Mujer,51,Obra social (incluye PAMI),7841
2010,2,Varón,52,Obra social (incluye PAMI),6601
2010,2,Mujer,52,Obra social (incluye PAMI),8152
2010,2,Varón,53,Obra social (incluye PAMI),6966
2010,2,Mujer,53,Obra social (incluye PAMI),8523
2010,2,Varón,54,Obra social (incluye PAMI),6317
2010,2,Mujer,54,Obra social (incluye PAMI),8502
2010,2,Varón,55,Obra social (incluye PAMI),6561
2010,2,Mujer,55,Obra social (incluye PAMI),8020
2010,2,Varón,56,Obra social (incluye PAMI),6107
2010,2,Mujer,56,Obra social (incluye PAMI),7863
2010,2,Varón,57,Obra social (incluye PAMI),6457
2010,2,Mujer,57,Obra social (incluye PAMI),8000
2010,2,Varón,58,Obra social (incluye PAMI),5807
2010,2,Mujer,58,Obra social (incluye PAMI),7672
2010,2,Varón,59,Obra social (incluye PAMI),5402
2010,2,Mujer,59,Obra social (incluye PAMI),7579
2010,2,Varón,60,Obra social (incluye PAMI),6548
2010,2,Mujer,60,Obra social (incluye PAMI),9304
2010,2,Varón,61,Obra social (incluye PAMI),5633
2010,2,Mujer,61,Obra social (incluye PAMI),9525
2010,2,Varón,62,Obra social (incluye PAMI),5521
2010,2,Mujer,62,Obra social (incluye PAMI),10849
2010,2,Varón,63,Obra social (incluye PAMI),5517
2010,2,Mujer,63,Obra social (incluye PAMI),10409
2010,2,Varón,64,Obra social (incluye PAMI),5302
2010,2,Mujer,64,Obra social (incluye PAMI),10239
2010,2,Varón,65,Obra social (incluye PAMI),6319
2010,2,Mujer,65,Obra social (incluye PAMI),11145
2010,2,Varón,66,Obra social (incluye PAMI),6717
2010,2,Mujer,66,Obra social (incluye PAMI),9766
2010,2,Varón,67,Obra social (incluye PAMI),6436
2010,2,Mujer,67,Obra social (incluye PAMI),9520
2010,2,Varón,68,Obra social (incluye PAMI),6099
2010,2,Mujer,68,Obra social (incluye PAMI),8886
2010,2,Varón,69,Obra social (incluye PAMI),5773
2010,2,Mujer,69,Obra social (incluye PAMI),8805
2010,2,Varón,70,Obra social (incluye PAMI),6464
2010,2,Mujer,70,Obra social (incluye PAMI),11378
2010,2,Varón,71,Obra social (incluye PAMI),5530
2010,2,Mujer,71,Obra social (incluye PAMI),8739
2010,2,Varón,72,Obra social (incluye PAMI),5710
2010,2,Mujer,72,Obra social (incluye PAMI),8853
2010,2,Varón,73,Obra social (incluye PAMI),5086
2010,2,Mujer,73,Obra social (incluye PAMI),8477
2010,2,Varón,74,Obra social (incluye PAMI),5348
2010,2,Mujer,74,Obra social (incluye PAMI),8354
2010,2,Varón,75,Obra social (incluye PAMI),5184
2010,2,Mujer,75,Obra social (incluye PAMI),9243
2010,2,Varón,76,Obra social (incluye PAMI),4588
2010,2,Mujer,76,Obra social (incluye PAMI),8740
2010,2,Varón,77,Obra social (incluye PAMI),4977
2010,2,Mujer,77,Obra social (incluye PAMI),8015
2010,2,Varón,78,Obra social (incluye PAMI),5015
2010,2,Mujer,78,Obra social (incluye PAMI),8987
2010,2,Varón,79,Obra social (incluye PAMI),4803
2010,2,Mujer,79,Obra social (incluye PAMI),8512
2010,2,Varón,80,Obra social (incluye PAMI),4560
2010,2,Mujer,80,Obra social (incluye PAMI),9129
2010,2,Varón,81,Obra social (incluye PAMI),3965
2010,2,Mujer,81,Obra social (incluye PAMI),8101
2010,2,Varón,82,Obra social (incluye PAMI),3697
2010,2,Mujer,82,Obra social (incluye PAMI),7970
2010,2,Varón,83,Obra social (incluye PAMI),3305
2010,2,Mujer,83,Obra social (incluye PAMI),7460
2010,2,Varón,84,Obra social (incluye PAMI),2491
2010,2,Mujer,84,Obra social (incluye PAMI),6981
2010,2,Varón,85,Obra social (incluye PAMI),2855
2010,2,Mujer,85,Obra social (incluye PAMI),6684
2010,2,Varón,86,Obra social (incluye PAMI),2348
2010,2,Mujer,86,Obra social (incluye PAMI),5968
2010,2,Varón,87,Obra social (incluye PAMI),1925
2010,2,Mujer,87,Obra social (incluye PAMI),5018
2010,2,Varón,88,Obra social (incluye PAMI),1560
2010,2,Mujer,88,Obra social (incluye PAMI),4710
2010,2,Varón,89,Obra social (incluye PAMI),1316
2010,2,Mujer,89,Obra social (incluye PAMI),3781
2010,2,Varón,90,Obra social (incluye PAMI),1028
2010,2,Mujer,90,Obra social (incluye PAMI),3234
2010,2,Varón,91,Obra social (incluye PAMI),725
2010,2,Mujer,91,Obra social (incluye PAMI),2050
2010,2,Varón,92,Obra social (incluye PAMI),537
2010,2,Mujer,92,Obra social (incluye PAMI),1823
2010,2,Varón,93,Obra social (incluye PAMI),232
2010,2,Mujer,93,Obra social (incluye PAMI),1642
2010,2,Varón,94,Obra social (incluye PAMI),282
2010,2,Mujer,94,Obra social (incluye PAMI),1221
2010,2,Varón,95,Obra social (incluye PAMI),193
2010,2,Mujer,95,Obra social (incluye PAMI),931
2010,2,Varón,96,Obra social (incluye PAMI),122
2010,2,Mujer,96,Obra social (incluye PAMI),634
2010,2,Varón,97,Obra social (incluye PAMI),66
2010,2,Mujer,97,Obra social (incluye PAMI),446
2010,2,Varón,98,Obra social (incluye PAMI),61
2010,2,Mujer,98,Obra social (incluye PAMI),362
2010,2,Varón,99,Obra social (incluye PAMI),36
2010,2,Mujer,99,Obra social (incluye PAMI),162
2010,2,Varón,100,Obra social (incluye PAMI),26
2010,2,Mujer,100,Obra social (incluye PAMI),199
2010,2,Varón,101,Obra social (incluye PAMI),1
2010,2,Mujer,101,Obra social (incluye PAMI),94
2010,2,Varón,102,Obra social (incluye PAMI),11
2010,2,Mujer,102,Obra social (incluye PAMI),64
2010,2,Varón,103,Obra social (incluye PAMI),0
2010,2,Mujer,103,Obra social (incluye PAMI),27
2010,2,Varón,104,Obra social (incluye PAMI),10
2010,2,Mujer,104,Obra social (incluye PAMI),17
2010,2,Varón,105,Obra social (incluye PAMI),3
2010,2,Mujer,105,Obra social (incluye PAMI),6
2010,2,Varón,106,Obra social (incluye PAMI),0
2010,2,Mujer,106,Obra social (incluye PAMI),4
2010,2,Varón,107,Obra social (incluye PAMI),0
2010,2,Mujer,107,Obra social (incluye PAMI),2
2010,2,Varón,108,Obra social (incluye PAMI),0
2010,2,Mujer,108,Obra social (incluye PAMI),1
2010,2,Varón,109,Obra social (incluye PAMI),1
2010,2,Mujer,109,Obra social (incluye PAMI),2
2010,2,Varón,110,Obra social (incluye PAMI),0
2010,2,Mujer,110,Obra social (incluye PAMI),10
2010,2,Varón,0,Prepaga a través de obra social,4954
2010,2,Mujer,0,Prepaga a través de obra social,4441
2010,2,Varón,1,Prepaga a través de obra social,4285
2010,2,Mujer,1,Prepaga a través de obra social,4230
2010,2,Varón,2,Prepaga a través de obra social,4576
2010,2,Mujer,2,Prepaga a través de obra social,4292
2010,2,Varón,3,Prepaga a través de obra social,4255
2010,2,Mujer,3,Prepaga a través de obra social,3957
2010,2,Varón,4,Prepaga a través de obra social,4149
2010,2,Mujer,4,Prepaga a través de obra social,4185
2010,2,Varón,5,Prepaga a través de obra social,4468
2010,2,Mujer,5,Prepaga a través de obra social,4183
2010,2,Varón,6,Prepaga a través de obra social,4009
2010,2,Mujer,6,Prepaga a través de obra social,3710
2010,2,Varón,7,Prepaga a través de obra social,3654
2010,2,Mujer,7,Prepaga a través de obra social,3642
2010,2,Varón,8,Prepaga a través de obra social,3728
2010,2,Mujer,8,Prepaga a través de obra social,3714
2010,2,Varón,9,Prepaga a través de obra social,3743
2010,2,Mujer,9,Prepaga a través de obra social,3792
2010,2,Varón,10,Prepaga a través de obra social,3608
2010,2,Mujer,10,Prepaga a través de obra social,3328
2010,2,Varón,11,Prepaga a través de obra social,3208
2010,2,Mujer,11,Prepaga a través de obra social,3022
2010,2,Varón,12,Prepaga a través de obra social,3436
2010,2,Mujer,12,Prepaga a través de obra social,3248
2010,2,Varón,13,Prepaga a través de obra social,2800
2010,2,Mujer,13,Prepaga a través de obra social,2835
2010,2,Varón,14,Prepaga a través de obra social,3285
2010,2,Mujer,14,Prepaga a través de obra social,2853
2010,2,Varón,15,Prepaga a través de obra social,3220
2010,2,Mujer,15,Prepaga a través de obra social,3120
2010,2,Varón,16,Prepaga a través de obra social,2929
2010,2,Mujer,16,Prepaga a través de obra social,2980
2010,2,Varón,17,Prepaga a través de obra social,2787
2010,2,Mujer,17,Prepaga a través de obra social,3102
2010,2,Varón,18,Prepaga a través de obra social,3251
2010,2,Mujer,18,Prepaga a través de obra social,3053
2010,2,Varón,19,Prepaga a través de obra social,3323
2010,2,Mujer,19,Prepaga a través de obra social,3780
2010,2,Varón,20,Prepaga a través de obra social,4117
2010,2,Mujer,20,Prepaga a través de obra social,3633
2010,2,Varón,21,Prepaga a través de obra social,4039
2010,2,Mujer,21,Prepaga a través de obra social,4514
2010,2,Varón,22,Prepaga a través de obra social,4347
2010,2,Mujer,22,Prepaga a través de obra social,4634
2010,2,Varón,23,Prepaga a través de obra social,4544
2010,2,Mujer,23,Prepaga a través de obra social,4726
2010,2,Varón,24,Prepaga a través de obra social,5220
2010,2,Mujer,24,Prepaga a través de obra social,5519
2010,2,Varón,25,Prepaga a través de obra social,5196
2010,2,Mujer,25,Prepaga a través de obra social,6117
2010,2,Varón,26,Prepaga a través de obra social,5516
2010,2,Mujer,26,Prepaga a través de obra social,6254
2010,2,Varón,27,Prepaga a través de obra social,5350
2010,2,Mujer,27,Prepaga a través de obra social,6432
2010,2,Varón,28,Prepaga a través de obra social,5646
2010,2,Mujer,28,Prepaga a través de obra social,6840
2010,2,Varón,29,Prepaga a través de obra social,6292
2010,2,Mujer,29,Prepaga a través de obra social,7356
2010,2,Varón,30,Prepaga a través de obra social,6815
2010,2,Mujer,30,Prepaga a través de obra social,7775
2010,2,Varón,31,Prepaga a través de obra social,6933
2010,2,Mujer,31,Prepaga a través de obra social,7706
2010,2,Varón,32,Prepaga a través de obra social,6408
2010,2,Mujer,32,Prepaga a través de obra social,7779
2010,2,Varón,33,Prepaga a través de obra social,6373
2010,2,Mujer,33,Prepaga a través de obra social,7631
2010,2,Varón,34,Prepaga a través de obra social,6647
2010,2,Mujer,34,Prepaga a través de obra social,7836
2010,2,Varón,35,Prepaga a través de obra social,6312
2010,2,Mujer,35,Prepaga a través de obra social,7286
2010,2,Varón,36,Prepaga a través de obra social,6067
2010,2,Mujer,36,Prepaga a través de obra social,7058
2010,2,Varón,37,Prepaga a través de obra social,5686
2010,2,Mujer,37,Prepaga a través de obra social,6357
2010,2,Varón,38,Prepaga a través de obra social,5988
2010,2,Mujer,38,Prepaga a través de obra social,5945
2010,2,Varón,39,Prepaga a través de obra social,5338
2010,2,Mujer,39,Prepaga a través de obra social,5934
2010,2,Varón,40,Prepaga a través de obra social,4840
2010,2,Mujer,40,Prepaga a través de obra social,6045
2010,2,Varón,41,Prepaga a través de obra social,4580
2010,2,Mujer,41,Prepaga a través de obra social,5196
2010,2,Varón,42,Prepaga a través de obra social,4430
2010,2,Mujer,42,Prepaga a través de obra social,4908
2010,2,Varón,43,Prepaga a través de obra social,4074
2010,2,Mujer,43,Prepaga a través de obra social,4934
2010,2,Varón,44,Prepaga a través de obra social,3837
2010,2,Mujer,44,Prepaga a través de obra social,4716
2010,2,Varón,45,Prepaga a través de obra social,4259
2010,2,Mujer,45,Prepaga a través de obra social,4182
2010,2,Varón,46,Prepaga a través de obra social,4038
2010,2,Mujer,46,Prepaga a través de obra social,4180
2010,2,Varón,47,Prepaga a través de obra social,3804
2010,2,Mujer,47,Prepaga a través de obra social,4563
2010,2,Varón,48,Prepaga a través de obra social,4022
2010,2,Mujer,48,Prepaga a través de obra social,4200
2010,2,Varón,49,Prepaga a través de obra social,3523
2010,2,Mujer,49,Prepaga a través de obra social,4031
2010,2,Varón,50,Prepaga a través de obra social,4009
2010,2,Mujer,50,Prepaga a través de obra social,4589
2010,2,Varón,51,Prepaga a través de obra social,3301
2010,2,Mujer,51,Prepaga a través de obra social,4197
2010,2,Varón,52,Prepaga a través de obra social,3564
2010,2,Mujer,52,Prepaga a través de obra social,3978
2010,2,Varón,53,Prepaga a través de obra social,3392
2010,2,Mujer,53,Prepaga a través de obra social,3789
2010,2,Varón,54,Prepaga a través de obra social,3179
2010,2,Mujer,54,Prepaga a través de obra social,4427
2010,2,Varón,55,Prepaga a través de obra social,3408
2010,2,Mujer,55,Prepaga a través de obra social,4259
2010,2,Varón,56,Prepaga a través de obra social,2978
2010,2,Mujer,56,Prepaga a través de obra social,4066
2010,2,Varón,57,Prepaga a través de obra social,3132
2010,2,Mujer,57,Prepaga a través de obra social,3888
2010,2,Varón,58,Prepaga a través de obra social,2910
2010,2,Mujer,58,Prepaga a través de obra social,3523
2010,2,Varón,59,Prepaga a través de obra social,3049
2010,2,Mujer,59,Prepaga a través de obra social,3561
2010,2,Varón,60,Prepaga a través de obra social,2850
2010,2,Mujer,60,Prepaga a través de obra social,3735
2010,2,Varón,61,Prepaga a través de obra social,2657
2010,2,Mujer,61,Prepaga a través de obra social,2984
2010,2,Varón,62,Prepaga a través de obra social,2737
2010,2,Mujer,62,Prepaga a través de obra social,2615
2010,2,Varón,63,Prepaga a través de obra social,2692
2010,2,Mujer,63,Prepaga a través de obra social,2470
2010,2,Varón,64,Prepaga a través de obra social,2339
2010,2,Mujer,64,Prepaga a través de obra social,2398
2010,2,Varón,65,Prepaga a través de obra social,2269
2010,2,Mujer,65,Prepaga a través de obra social,2292
2010,2,Varón,66,Prepaga a través de obra social,1804
2010,2,Mujer,66,Prepaga a través de obra social,1877
2010,2,Varón,67,Prepaga a través de obra social,1303
2010,2,Mujer,67,Prepaga a través de obra social,1679
2010,2,Varón,68,Prepaga a través de obra social,1298
2010,2,Mujer,68,Prepaga a través de obra social,1741
2010,2,Varón,69,Prepaga a través de obra social,1190
2010,2,Mujer,69,Prepaga a través de obra social,1418
2010,2,Varón,70,Prepaga a través de obra social,1053
2010,2,Mujer,70,Prepaga a través de obra social,1504
2010,2,Varón,71,Prepaga a través de obra social,1068
2010,2,Mujer,71,Prepaga a través de obra social,1453
2010,2,Varón,72,Prepaga a través de obra social,942
2010,2,Mujer,72,Prepaga a través de obra social,1457
2010,2,Varón,73,Prepaga a través de obra social,841
2010,2,Mujer,73,Prepaga a través de obra social,1179
2010,2,Varón,74,Prepaga a través de obra social,656
2010,2,Mujer,74,Prepaga a través de obra social,1126
2010,2,Varón,75,Prepaga a través de obra social,692
2010,2,Mujer,75,Prepaga a través de obra social,1289
2010,2,Varón,76,Prepaga a través de obra social,716
2010,2,Mujer,76,Prepaga a través de obra social,1076
2010,2,Varón,77,Prepaga a través de obra social,578
2010,2,Mujer,77,Prepaga a través de obra social,1087
2010,2,Varón,78,Prepaga a través de obra social,790
2010,2,Mujer,78,Prepaga a través de obra social,1186
2010,2,Varón,79,Prepaga a través de obra social,625
2010,2,Mujer,79,Prepaga a través de obra social,1224
2010,2,Varón,80,Prepaga a través de obra social,551
2010,2,Mujer,80,Prepaga a través de obra social,1171
2010,2,Varón,81,Prepaga a través de obra social,631
2010,2,Mujer,81,Prepaga a través de obra social,1071
2010,2,Varón,82,Prepaga a través de obra social,422
2010,2,Mujer,82,Prepaga a través de obra social,886
2010,2,Varón,83,Prepaga a través de obra social,419
2010,2,Mujer,83,Prepaga a través de obra social,752
2010,2,Varón,84,Prepaga a través de obra social,328
2010,2,Mujer,84,Prepaga a través de obra social,861
2010,2,Varón,85,Prepaga a través de obra social,412
2010,2,Mujer,85,Prepaga a través de obra social,796
2010,2,Varón,86,Prepaga a través de obra social,358
2010,2,Mujer,86,Prepaga a través de obra social,698
2010,2,Varón,87,Prepaga a través de obra social,288
2010,2,Mujer,87,Prepaga a través de obra social,596
2010,2,Varón,88,Prepaga a través de obra social,248
2010,2,Mujer,88,Prepaga a través de obra social,488
2010,2,Varón,89,Prepaga a través de obra social,183
2010,2,Mujer,89,Prepaga a través de obra social,425
2010,2,Varón,90,Prepaga a través de obra social,180
2010,2,Mujer,90,Prepaga a través de obra social,316
2010,2,Varón,91,Prepaga a través de obra social,110
2010,2,Mujer,91,Prepaga a través de obra social,272
2010,2,Varón,92,Prepaga a través de obra social,87
2010,2,Mujer,92,Prepaga a través de obra social,238
2010,2,Varón,93,Prepaga a través de obra social,25
2010,2,Mujer,93,Prepaga a través de obra social,226
2010,2,Varón,94,Prepaga a través de obra social,52
2010,2,Mujer,94,Prepaga a través de obra social,137
2010,2,Varón,95,Prepaga a través de obra social,4
2010,2,Mujer,95,Prepaga a través de obra social,104
2010,2,Varón,96,Prepaga a través de obra social,45
2010,2,Mujer,96,Prepaga a través de obra social,92
2010,2,Varón,97,Prepaga a través de obra social,2
2010,2,Mujer,97,Prepaga a través de obra social,45
2010,2,Varón,98,Prepaga a través de obra social,3
2010,2,Mujer,98,Prepaga a través de obra social,36
2010,2,Varón,99,Prepaga a través de obra social,1
2010,2,Mujer,99,Prepaga a través de obra social,17
2010,2,Varón,100,Prepaga a través de obra social,12
2010,2,Mujer,100,Prepaga a través de obra social,17
2010,2,Varón,101,Prepaga a través de obra social,0
2010,2,Mujer,101,Prepaga a través de obra social,4
2010,2,Varón,102,Prepaga a través de obra social,0
2010,2,Mujer,102,Prepaga a través de obra social,2
2010,2,Varón,103,Prepaga a través de obra social,1
2010,2,Mujer,103,Prepaga a través de obra social,4
2010,2,Varón,105,Prepaga a través de obra social,0
2010,2,Mujer,105,Prepaga a través de obra social,1
2010,2,Varón,106,Prepaga a través de obra social,1
2010,2,Mujer,106,Prepaga a través de obra social,0
2010,2,Varón,108,Prepaga a través de obra social,0
2010,2,Mujer,108,Prepaga a través de obra social,1
2010,2,Varón,0,Prepaga sólo por contratación voluntaria,2467
2010,2,Mujer,0,Prepaga sólo por contratación voluntaria,2390
2010,2,Varón,1,Prepaga sólo por contratación voluntaria,2150
2010,2,Mujer,1,Prepaga sólo por contratación voluntaria,2285
2010,2,Varón,2,Prepaga sólo por contratación voluntaria,2434
2010,2,Mujer,2,Prepaga sólo por contratación voluntaria,2124
2010,2,Varón,3,Prepaga sólo por contratación voluntaria,2208
2010,2,Mujer,3,Prepaga sólo por contratación voluntaria,2103
2010,2,Varón,4,Prepaga sólo por contratación voluntaria,2133
2010,2,Mujer,4,Prepaga sólo por contratación voluntaria,2110
2010,2,Varón,5,Prepaga sólo por contratación voluntaria,2039
2010,2,Mujer,5,Prepaga sólo por contratación voluntaria,2085
2010,2,Varón,6,Prepaga sólo por contratación voluntaria,2094
2010,2,Mujer,6,Prepaga sólo por contratación voluntaria,2271
2010,2,Varón,7,Prepaga sólo por contratación voluntaria,2101
2010,2,Mujer,7,Prepaga sólo por contratación voluntaria,1878
2010,2,Varón,8,Prepaga sólo por contratación voluntaria,2136
2010,2,Mujer,8,Prepaga sólo por contratación voluntaria,1966
2010,2,Varón,9,Prepaga sólo por contratación voluntaria,1848
2010,2,Mujer,9,Prepaga sólo por contratación voluntaria,1888
2010,2,Varón,10,Prepaga sólo por contratación voluntaria,1795
2010,2,Mujer,10,Prepaga sólo por contratación voluntaria,2063
2010,2,Varón,11,Prepaga sólo por contratación voluntaria,1803
2010,2,Mujer,11,Prepaga sólo por contratación voluntaria,1689
2010,2,Varón,12,Prepaga sólo por contratación voluntaria,1761
2010,2,Mujer,12,Prepaga sólo por contratación voluntaria,1809
2010,2,Varón,13,Prepaga sólo por contratación voluntaria,1945
2010,2,Mujer,13,Prepaga sólo por contratación voluntaria,1662
2010,2,Varón,14,Prepaga sólo por contratación voluntaria,1932
2010,2,Mujer,14,Prepaga sólo por contratación voluntaria,2065
2010,2,Varón,15,Prepaga sólo por contratación voluntaria,2130
2010,2,Mujer,15,Prepaga sólo por contratación voluntaria,1818
2010,2,Varón,16,Prepaga sólo por contratación voluntaria,2019
2010,2,Mujer,16,Prepaga sólo por contratación voluntaria,1844
2010,2,Varón,17,Prepaga sólo por contratación voluntaria,2075
2010,2,Mujer,17,Prepaga sólo por contratación voluntaria,1968
2010,2,Varón,18,Prepaga sólo por contratación voluntaria,2085
2010,2,Mujer,18,Prepaga sólo por contratación voluntaria,2323
2010,2,Varón,19,Prepaga sólo por contratación voluntaria,2588
2010,2,Mujer,19,Prepaga sólo por contratación voluntaria,2630
2010,2,Varón,20,Prepaga sólo por contratación voluntaria,2502
2010,2,Mujer,20,Prepaga sólo por contratación voluntaria,2598
2010,2,Varón,21,Prepaga sólo por contratación voluntaria,2699
2010,2,Mujer,21,Prepaga sólo por contratación voluntaria,2982
2010,2,Varón,22,Prepaga sólo por contratación voluntaria,2581
2010,2,Mujer,22,Prepaga sólo por contratación voluntaria,3085
2010,2,Varón,23,Prepaga sólo por contratación voluntaria,3016
2010,2,Mujer,23,Prepaga sólo por contratación voluntaria,3026
2010,2,Varón,24,Prepaga sólo por contratación voluntaria,2582
2010,2,Mujer,24,Prepaga sólo por contratación voluntaria,3544
2010,2,Varón,25,Prepaga sólo por contratación voluntaria,3053
2010,2,Mujer,25,Prepaga sólo por contratación voluntaria,3592
2010,2,Varón,26,Prepaga sólo por contratación voluntaria,3143
2010,2,Mujer,26,Prepaga sólo por contratación voluntaria,3904
2010,2,Varón,27,Prepaga sólo por contratación voluntaria,2808
2010,2,Mujer,27,Prepaga sólo por contratación voluntaria,3157
2010,2,Varón,28,Prepaga sólo por contratación voluntaria,2791
2010,2,Mujer,28,Prepaga sólo por contratación voluntaria,3365
2010,2,Varón,29,Prepaga sólo por contratación voluntaria,2614
2010,2,Mujer,29,Prepaga sólo por contratación voluntaria,3372
2010,2,Varón,30,Prepaga sólo por contratación voluntaria,2874
2010,2,Mujer,30,Prepaga sólo por contratación voluntaria,3476
2010,2,Varón,31,Prepaga sólo por contratación voluntaria,2927
2010,2,Mujer,31,Prepaga sólo por contratación voluntaria,3573
2010,2,Varón,32,Prepaga sólo por contratación voluntaria,2963
2010,2,Mujer,32,Prepaga sólo por contratación voluntaria,3385
2010,2,Varón,33,Prepaga sólo por contratación voluntaria,3110
2010,2,Mujer,33,Prepaga sólo por contratación voluntaria,3688
2010,2,Varón,34,Prepaga sólo por contratación voluntaria,3119
2010,2,Mujer,34,Prepaga sólo por contratación voluntaria,3522
