anio,provincia_id,categorias,sexo,grupo_edad,cantidad
2022,42,Tumores ,masculino,35-54,24.0
2018,22,Tumores ,masculino,35-54,108.0
2013,74,Tumores ,masculino,35-54,39.0
2022,34,Tumores ,femenino,35-54,74.0
2020,26,Tumores ,masculino,35-54,27.0
2010,30,Tumores ,femenino,35-54,138.0
2019,82,Tumores ,masculino,35-54,258.0
2020,90,Tumores ,masculino,35-54,91.0
2008,94,Tumores ,femenino,35-54,18.0
2021,38,Tumores ,masculino,35-54,42.0
2006,58,Tumores ,femenino,35-54,58.0
2010,2,Tumores ,masculino,35-54,281.0
2022,74,Tumores ,femenino,35-54,65.0
2011,94,Tumores ,femenino,35-54,11.0
2017,86,Tumores ,femenino,35-54,90.0
2017,26,Tumores ,masculino,35-54,48.0
2019,62,Tumores ,masculino,35-54,51.0
2006,99,Tumores ,masculino,35-54,13.0
2005,74,Tumores ,femenino,35-54,44.0
2017,58,Tumores ,masculino,35-54,49.0
2006,90,Tumores ,masculino,35-54,77.0
2006,50,Tumores ,masculino,35-54,126.0
2012,18,Tumores ,masculino,35-54,76.0
2010,22,Tumores ,femenino,35-54,111.0
2006,6,Tumores ,femenino,35-54,1624.0
2022,2,Tumores ,femenino,35-54,289.0
2019,18,Tumores ,masculino,35-54,103.0
2017,30,Tumores ,masculino,35-54,129.0
2015,18,Tumores ,masculino,55-74,389.0
2006,62,Tumores ,femenino,55-74,156.0
2010,90,Tumores ,femenino,55-74,333.0
2021,18,Tumores ,masculino,55-74,394.0
2021,30,Tumores ,femenino,55-74,455.0
2008,6,Tumores ,masculino,55-74,6274.0
2013,42,Tumores ,femenino,55-74,110.0
2015,42,Tumores ,femenino,55-74,105.0
2019,74,Tumores ,femenino,55-74,145.0
2005,18,Tumores ,masculino,55-74,344.0
2006,86,Tumores ,femenino,55-74,141.0
2022,54,Tumores ,femenino,55-74,299.0
2009,2,Tumores ,masculino,55-74,1511.0
2010,46,Tumores ,masculino,55-74,95.0
2020,86,Tumores ,masculino,55-74,232.0
2014,30,Tumores ,femenino,55-74,407.0
2015,54,Tumores ,femenino,55-74,267.0
2010,30,Tumores ,femenino,55-74,415.0
2007,66,Tumores ,masculino,55-74,258.0
2010,22,Tumores ,masculino,55-74,341.0
2007,22,Tumores ,femenino,55-74,275.0
2016,34,Tumores ,femenino,55-74,138.0
2010,58,Tumores ,femenino,75 o mas,122.0
2022,86,Tumores ,masculino,35-54,53.0
2021,18,Tumores ,masculino,35-54,93.0
2009,70,Tumores ,masculino,75 o mas,160.0
2022,46,Tumores ,masculino,75 o mas,68.0
2019,6,Tumores ,desconocido,75 o mas,90.0
2009,6,Tumores ,masculino,75 o mas,4392.0
2013,66,Tumores ,femenino,75 o mas,212.0
2013,30,Tumores ,femenino,75 o mas,374.0
2012,58,Tumores ,femenino,75 o mas,116.0
2006,34,Tumores ,masculino,75 o mas,94.0
2011,30,Tumores ,femenino,55-74,382.0
2010,62,Tumores ,masculino,35-54,46.0
2011,62,Tumores ,femenino,35-54,65.0
2011,18,Tumores ,masculino,35-54,101.0
2022,62,Tumores ,femenino,35-54,82.0
2017,34,Tumores ,masculino,75 o mas,137.0
2021,66,Tumores ,masculino,55-74,330.0
2007,90,Tumores ,femenino,75 o mas,274.0
2014,74,Tumores ,femenino,75 o mas,126.0
2016,82,Tumores ,femenino,55-74,1242.0
2022,50,Tumores ,femenino,55-74,621.0
2014,78,Tumores ,femenino,55-74,57.0
2007,82,Tumores ,masculino,75 o mas,1238.0
2020,50,Tumores ,femenino,55-74,614.0
2007,58,Tumores ,masculino,55-74,193.0
2014,6,Tumores ,femenino,55-74,5139.0
2015,66,Tumores ,masculino,75 o mas,266.0
2012,82,Tumores ,masculino,55-74,1621.0
2008,82,Tumores ,masculino,35-54,369.0
2022,14,Tumores ,masculino,75 o mas,1076.0
2013,70,Tumores ,masculino,75 o mas,155.0
2018,70,Tumores ,masculino,35-54,44.0
2010,38,Tumores ,femenino,55-74,150.0
2017,70,Tumores ,femenino,75 o mas,165.0
2019,34,Tumores ,masculino,55-74,190.0
2017,6,Tumores ,masculino,35-54,1393.0
2009,2,Tumores ,masculino,35-54,333.0
2017,34,Tumores ,femenino,55-74,143.0
2009,34,Tumores ,femenino,35-54,66.0
2013,2,Tumores ,masculino,55-74,1518.0
2015,82,Tumores ,femenino,55-74,1119.0
2007,62,Tumores ,femenino,75 o mas,126.0
2009,18,Tumores ,masculino,75 o mas,178.0
2009,74,Tumores ,femenino,75 o mas,124.0
2007,14,Tumores ,masculino,55-74,1386.0
2014,22,Tumores ,femenino,75 o mas,188.0
2012,30,Tumores ,femenino,75 o mas,358.0
2014,26,Tumores ,femenino,75 o mas,105.0
2014,30,Tumores ,masculino,75 o mas,399.0
2005,90,Tumores ,masculino,55-74,352.0
2022,62,Tumores ,femenino,55-74,208.0
2018,14,Tumores ,masculino,75 o mas,1160.0
2018,86,Tumores ,masculino,55-74,253.0
2021,90,Tumores ,femenino,55-74,419.0
2006,90,Tumores ,masculino,55-74,375.0
2022,14,Tumores ,femenino,55-74,1133.0
2022,30,Tumores ,masculino,75 o mas,411.0
2012,6,Tumores ,masculino,35-54,1342.0
2011,14,Tumores ,masculino,35-54,255.0
2006,66,Tumores ,femenino,55-74,228.0
2009,26,Tumores ,femenino,35-54,46.0
2005,34,Tumores ,masculino,55-74,141.0
2005,50,Tumores ,femenino,75 o mas,403.0
2019,2,Tumores ,femenino,75 o mas,1516.0
2007,26,Tumores ,masculino,35-54,47.0
2013,34,Tumores ,masculino,55-74,177.0
2016,30,Tumores ,masculino,55-74,660.0
2006,14,Tumores ,masculino,35-54,268.0
2009,10,Tumores ,femenino,75 o mas,57.0
2017,74,Tumores ,masculino,55-74,208.0
2011,18,Tumores ,masculino,55-74,361.0
2019,34,Tumores ,femenino,75 o mas,88.0
2021,78,Tumores ,femenino,35-54,34.0
2014,14,Tumores ,masculino,75 o mas,1087.0
2010,62,Tumores ,masculino,55-74,231.0
2016,34,Tumores ,femenino,35-54,71.0
2007,90,Tumores ,masculino,55-74,426.0
2008,58,Tumores ,masculino,55-74,203.0
2015,34,Tumores ,femenino,55-74,124.0
2012,22,Tumores ,masculino,35-54,104.0
2020,34,Tumores ,femenino,75 o mas,95.0
2010,54,Tumores ,masculino,55-74,308.0
2011,14,Tumores ,femenino,35-54,344.0
2020,2,Tumores ,femenino,35-54,318.0
2007,14,Tumores ,femenino,75 o mas,1122.0
2006,62,Tumores ,masculino,35-54,67.0
2007,99,Tumores ,femenino,55-74,17.0
2007,2,Tumores ,femenino,15-34,35.0
2005,2,Tumores ,femenino,75 o mas,1838.0
2017,90,Tumores ,masculino,75 o mas,301.0
2005,10,Tumores ,femenino,75 o mas,58.0
2018,74,Tumores ,masculino,75 o mas,148.0
2009,22,Tumores ,femenino,75 o mas,163.0
2021,62,Tumores ,masculino,55-74,296.0
2022,6,Tumores ,femenino,75 o mas,4466.0
2008,18,Tumores ,masculino,75 o mas,203.0
2011,2,Tumores ,femenino,75 o mas,1649.0
2018,62,Tumores ,femenino,75 o mas,194.0
2022,62,Tumores ,masculino,75 o mas,219.0
2017,6,Tumores ,masculino,55-74,6953.0
2009,78,Tumores ,femenino,35-54,36.0
2019,14,Tumores ,masculino,75 o mas,1244.0
2014,54,Tumores ,masculino,55-74,327.0
2011,70,Tumores ,femenino,35-54,61.0
2007,42,Tumores ,femenino,55-74,111.0
2006,18,Tumores ,femenino,35-54,131.0
2015,18,Tumores ,masculino,35-54,88.0
2012,50,Tumores ,femenino,55-74,584.0
2013,82,Tumores ,femenino,55-74,1143.0
2005,2,Tumores ,masculino,75 o mas,1577.0
2011,22,Tumores ,masculino,75 o mas,215.0
2008,74,Tumores ,femenino,35-54,59.0
2018,70,Tumores ,femenino,55-74,209.0
2013,18,Tumores ,femenino,35-54,105.0
2008,70,Tumores ,femenino,75 o mas,126.0
2021,74,Tumores ,femenino,35-54,57.0
2016,50,Tumores ,femenino,35-54,168.0
2013,78,Tumores ,masculino,75 o mas,54.0
2016,90,Tumores ,femenino,75 o mas,290.0
2016,22,Tumores ,masculino,55-74,422.0
2006,38,Tumores ,masculino,35-54,30.0
2014,78,Tumores ,femenino,35-54,35.0
2013,38,Tumores ,femenino,75 o mas,126.0
2012,26,Tumores ,masculino,35-54,38.0
2016,58,Tumores ,femenino,75 o mas,140.0
2016,54,Tumores ,masculino,55-74,367.0
2021,54,Tumores ,masculino,35-54,83.0
2019,58,Tumores ,femenino,35-54,66.0
2008,14,Tumores ,femenino,35-54,337.0
2020,58,Tumores ,femenino,35-54,83.0
2014,6,Tumores ,femenino,35-54,1739.0
2018,90,Tumores ,femenino,35-54,164.0
2022,38,Tumores ,femenino,35-54,66.0
2021,10,Tumores ,masculino,35-54,22.0
2012,62,Tumores ,masculino,35-54,56.0
2007,2,Tumores ,masculino,35-54,352.0
2007,86,Tumores ,femenino,75 o mas,135.0
2008,14,Tumores ,masculino,35-54,279.0
2007,38,Tumores ,femenino,35-54,56.0
2016,70,Tumores ,femenino,55-74,225.0
2015,50,Tumores ,masculino,35-54,121.0
2010,70,Tumores ,masculino,75 o mas,162.0
2006,34,Tumores ,femenino,55-74,81.0
2009,66,Tumores ,masculino,75 o mas,196.0
2022,18,Tumores ,masculino,75 o mas,249.0
2021,14,Tumores ,femenino,75 o mas,1175.0
2010,6,Tumores ,masculino,75 o mas,4468.0
2009,90,Tumores ,masculino,75 o mas,270.0
2012,90,Tumores ,femenino,75 o mas,307.0
2020,18,Tumores ,masculino,35-54,67.0
2012,6,Tumores ,masculino,55-74,6637.0
2009,99,Tumores ,masculino,75 o mas,15.0
2005,42,Tumores ,femenino,75 o mas,79.0
2020,30,Tumores ,masculino,35-54,113.0
2021,70,Tumores ,femenino,55-74,205.0
2012,26,Tumores ,femenino,75 o mas,121.0
2009,30,Tumores ,femenino,75 o mas,395.0
2007,50,Tumores ,femenino,75 o mas,492.0
2016,26,Tumores ,masculino,35-54,63.0
2005,62,Tumores ,masculino,35-54,55.0
2016,22,Tumores ,masculino,35-54,100.0
2017,30,Tumores ,femenino,75 o mas,395.0
2015,46,Tumores ,masculino,75 o mas,54.0
2008,30,Tumores ,masculino,75 o mas,316.0
2018,66,Tumores ,masculino,75 o mas,308.0
2010,42,Tumores ,masculino,75 o mas,122.0
2019,6,Tumores ,masculino,Sin Información,146.0
2013,30,Tumores ,masculino,35-54,120.0
2021,26,Tumores ,masculino,55-74,193.0
2022,54,Tumores ,femenino,35-54,152.0
2007,94,Tumores ,femenino,55-74,14.0
2010,74,Tumores ,masculino,75 o mas,120.0
2018,94,Tumores ,masculino,75 o mas,22.0
2021,6,Tumores ,masculino,15-34,263.0
2006,66,Tumores ,masculino,55-74,247.0
2015,42,Tumores ,masculino,75 o mas,137.0
2018,38,Tumores ,femenino,75 o mas,128.0
2008,42,Tumores ,femenino,75 o mas,89.0
2013,10,Tumores ,femenino,75 o mas,62.0
2008,66,Tumores ,femenino,35-54,116.0
2019,74,Tumores ,masculino,75 o mas,145.0
2018,50,Tumores ,masculino,75 o mas,558.0
2013,34,Tumores ,masculino,35-54,31.0
2022,18,Tumores ,femenino,55-74,293.0
2010,50,Tumores ,femenino,55-74,559.0
2012,46,Tumores ,femenino,75 o mas,44.0
2022,58,Tumores ,masculino,75 o mas,169.0
2016,14,Tumores ,femenino,75 o mas,1132.0
2014,42,Tumores ,femenino,75 o mas,111.0
2021,2,Tumores ,femenino,75 o mas,1335.0
2017,66,Tumores ,femenino,75 o mas,256.0
2020,90,Tumores ,femenino,55-74,407.0
2013,14,Tumores ,masculino,75 o mas,1132.0
2015,90,Tumores ,femenino,75 o mas,327.0
2022,58,Tumores ,femenino,35-54,75.0
2009,62,Tumores ,femenino,35-54,61.0
2011,82,Tumores ,masculino,55-74,1536.0
2013,22,Tumores ,femenino,55-74,244.0
2005,86,Tumores ,femenino,75 o mas,119.0
2014,14,Tumores ,femenino,75 o mas,1134.0
2014,50,Tumores ,masculino,35-54,140.0
2010,54,Tumores ,masculino,35-54,97.0
2017,50,Tumores ,masculino,75 o mas,590.0
2011,58,Tumores ,femenino,55-74,148.0
2017,2,Tumores ,masculino,75 o mas,1285.0
2021,6,Tumores ,femenino,75 o mas,4366.0
2019,54,Tumores ,masculino,55-74,421.0
2005,62,Tumores ,femenino,75 o mas,106.0
2007,70,Tumores ,masculino,55-74,212.0
2019,54,Tumores ,masculino,35-54,68.0
2012,82,Tumores ,femenino,75 o mas,1157.0
2022,42,Tumores ,femenino,75 o mas,130.0
2014,90,Tumores ,femenino,35-54,142.0
2013,86,Tumores ,masculino,35-54,51.0
2007,2,Tumores ,femenino,35-54,384.0
2019,54,Tumores ,femenino,75 o mas,195.0
2021,82,Tumores ,femenino,75 o mas,1157.0
2014,2,Tumores ,masculino,75 o mas,1436.0
2015,30,Tumores ,masculino,35-54,131.0
2018,18,Tumores ,femenino,55-74,315.0
2011,70,Tumores ,masculino,35-54,39.0
2014,2,Tumores ,femenino,75 o mas,1691.0
2020,38,Tumores ,masculino,55-74,155.0
2009,42,Tumores ,masculino,55-74,180.0
2013,22,Tumores ,femenino,35-54,113.0
2020,22,Tumores ,masculino,75 o mas,221.0
2012,22,Tumores ,femenino,55-74,266.0
2007,6,Tumores ,femenino,75 o mas,4305.0
2017,18,Tumores ,femenino,75 o mas,215.0
2005,58,Tumores ,femenino,75 o mas,96.0
2014,66,Tumores ,masculino,75 o mas,252.0
2009,54,Tumores ,masculino,75 o mas,162.0
2020,82,Tumores ,masculino,35-54,258.0
2016,74,Tumores ,femenino,55-74,127.0
2013,58,Tumores ,femenino,75 o mas,106.0
2012,6,Tumores ,masculino,15-34,265.0
2013,22,Tumores ,femenino,15-34,24.0
2016,10,Tumores ,femenino,15-34,9.0
2022,22,Tumores ,femenino,15-34,27.0
2014,30,Tumores ,femenino,15-34,25.0
2007,22,Tumores ,femenino,15-34,17.0
2020,14,Tumores ,masculino,15-34,54.0
2017,46,Tumores ,desconocido,15-34,1.0
2006,34,Tumores ,femenino,15-34,11.0
2013,2,Tumores ,masculino,15-34,38.0
2007,30,Tumores ,femenino,15-34,19.0
2018,6,Tumores ,masculino,15-34,267.0
2011,70,Tumores ,masculino,15-34,12.0
2010,66,Tumores ,masculino,15-34,17.0
2007,38,Tumores ,masculino,35-54,28.0
2016,42,Tumores ,masculino,35-54,32.0
2010,66,Tumores ,femenino,35-54,116.0
2005,54,Tumores ,femenino,35-54,99.0
2005,86,Tumores ,masculino,55-74,184.0
2014,94,Tumores ,masculino,55-74,39.0
2020,86,Tumores ,femenino,55-74,174.0
2006,26,Tumores ,masculino,55-74,159.0
2011,74,Tumores ,masculino,55-74,200.0
2020,94,Tumores ,masculino,55-74,57.0
2005,46,Tumores ,masculino,55-74,82.0
2008,54,Tumores ,femenino,55-74,187.0
2007,26,Tumores ,masculino,55-74,194.0
2021,90,Tumores ,masculino,55-74,413.0
2020,90,Tumores ,masculino,55-74,421.0
2021,99,Tumores ,desconocido,75 o mas,8.0
2016,99,Tumores ,femenino,75 o mas,22.0
2021,62,Tumores ,femenino,75 o mas,199.0
2018,30,Tumores ,femenino,75 o mas,413.0
2010,86,Tumores ,masculino,75 o mas,134.0
2013,46,Tumores ,femenino,75 o mas,64.0
2012,38,Tumores ,masculino,75 o mas,111.0
2011,22,Tumores ,femenino,75 o mas,158.0
2009,86,Tumores ,femenino,75 o mas,137.0
2005,26,Tumores ,femenino,75 o mas,104.0
2007,22,Tumores ,masculino,75 o mas,215.0
2020,54,Tumores ,masculino,75 o mas,251.0
2010,86,Tumores ,femenino,75 o mas,110.0
2014,58,Tumores ,masculino,75 o mas,148.0
2005,90,Tumores ,femenino,55-74,291.0
2007,38,Tumores ,masculino,55-74,119.0
2006,74,Tumores ,masculino,75 o mas,79.0
2021,86,Tumores ,masculino,55-74,229.0
2011,54,Tumores ,masculino,75 o mas,177.0
2018,86,Tumores ,femenino,75 o mas,137.0
2017,46,Tumores ,masculino,75 o mas,65.0
2016,46,Tumores ,masculino,75 o mas,56.0
2022,66,Tumores ,femenino,75 o mas,251.0
2007,86,Tumores ,masculino,75 o mas,157.0
2010,54,Tumores ,femenino,75 o mas,129.0
2019,86,Tumores ,femenino,75 o mas,131.0
2014,66,Tumores ,femenino,75 o mas,238.0
2013,18,Tumores ,femenino,55-74,290.0
2016,34,Tumores ,masculino,55-74,183.0
2006,74,Tumores ,femenino,75 o mas,80.0
2022,70,Tumores ,masculino,75 o mas,162.0
2019,46,Tumores ,femenino,75 o mas,62.0
2022,22,Tumores ,masculino,75 o mas,198.0
2009,54,Tumores ,femenino,75 o mas,123.0
2018,54,Tumores ,femenino,55-74,266.0
2006,42,Tumores ,masculino,55-74,195.0
2015,58,Tumores ,femenino,55-74,143.0
2009,86,Tumores ,masculino,Sin Información,17.0
2008,2,Tumores ,desconocido,Sin Información,1.0
2007,90,Tumores ,masculino,Sin Información,4.0
2006,38,Tumores ,masculino,55-74,137.0
2006,26,Tumores ,femenino,55-74,119.0
2008,94,Tumores ,femenino,Sin Información,1.0
2014,42,Tumores ,masculino,75 o mas,141.0
2005,30,Tumores ,masculino,75 o mas,336.0
2010,18,Tumores ,masculino,75 o mas,163.0
2014,6,Tumores ,femenino,Sin Información,18.0
2014,18,Tumores ,masculino,75 o mas,211.0
2005,22,Tumores ,femenino,75 o mas,150.0
2006,70,Tumores ,masculino,35-54,44.0
2010,42,Tumores ,femenino,75 o mas,101.0
2019,42,Tumores ,masculino,75 o mas,117.0
2008,26,Tumores ,masculino,75 o mas,107.0
2010,26,Tumores ,femenino,55-74,119.0
2022,34,Tumores ,femenino,55-74,157.0
2008,18,Tumores ,femenino,75 o mas,187.0
2020,46,Tumores ,masculino,75 o mas,57.0
2009,38,Tumores ,femenino,75 o mas,112.0
2016,74,Tumores ,masculino,75 o mas,133.0
2014,22,Tumores ,masculino,75 o mas,236.0
2015,46,Tumores ,femenino,55-74,77.0
2005,70,Tumores ,femenino,75 o mas,153.0
2018,74,Tumores ,femenino,55-74,139.0
2009,66,Tumores ,femenino,75 o mas,200.0
2007,74,Tumores ,masculino,55-74,168.0
2017,99,Tumores ,femenino,55-74,18.0
2005,54,Tumores ,femenino,55-74,191.0
2021,6,Tumores ,desconocido,35-54,26.0
2017,42,Tumores ,masculino,75 o mas,153.0
2020,46,Tumores ,femenino,75 o mas,52.0
2007,58,Tumores ,femenino,75 o mas,110.0
2015,99,Tumores ,masculino,75 o mas,11.0
2015,38,Tumores ,masculino,75 o mas,113.0
2012,90,Tumores ,masculino,75 o mas,316.0
2016,22,Tumores ,femenino,35-54,155.0
2009,74,Tumores ,masculino,75 o mas,119.0
2008,86,Tumores ,masculino,75 o mas,146.0
2018,46,Tumores ,masculino,75 o mas,59.0
2005,70,Tumores ,masculino,55-74,233.0
2017,46,Tumores ,femenino,75 o mas,54.0
2011,86,Tumores ,femenino,35-54,69.0
2018,62,Tumores ,masculino,75 o mas,215.0
2007,46,Tumores ,masculino,75 o mas,62.0
2006,54,Tumores ,masculino,55-74,301.0
2007,26,Tumores ,femenino,75 o mas,92.0
2017,26,Tumores ,femenino,55-74,169.0
2007,30,Tumores ,masculino,75 o mas,369.0
2008,42,Tumores ,masculino,75 o mas,118.0
2009,34,Tumores ,femenino,55-74,120.0
2005,78,Tumores ,masculino,75 o mas,38.0
2010,99,Tumores ,masculino,55-74,39.0
2021,58,Tumores ,masculino,75 o mas,190.0
2008,34,Tumores ,masculino,55-74,157.0
2006,10,Tumores ,masculino,55-74,58.0
2009,26,Tumores ,femenino,55-74,109.0
2012,70,Tumores ,masculino,75 o mas,157.0
2011,18,Tumores ,femenino,35-54,128.0
2020,10,Tumores ,masculino,75 o mas,78.0
2016,86,Tumores ,masculino,75 o mas,139.0
2020,66,Tumores ,femenino,55-74,333.0
2015,86,Tumores ,masculino,75 o mas,177.0
2021,10,Tumores ,femenino,75 o mas,87.0
2014,86,Tumores ,masculino,55-74,224.0
2007,34,Tumores ,femenino,75 o mas,55.0
2014,18,Tumores ,femenino,55-74,288.0
2010,34,Tumores ,masculino,75 o mas,80.0
2011,99,Tumores ,masculino,55-74,39.0
2019,90,Tumores ,masculino,75 o mas,306.0
2006,2,Tumores ,femenino,0-14,12.0
2005,6,Tumores ,femenino,0-14,72.0
2019,6,Tumores ,masculino,0-14,85.0
2021,6,Tumores ,masculino,0-14,83.0
2022,66,Tumores ,masculino,0-14,13.0
2016,90,Tumores ,masculino,0-14,9.0
2012,82,Tumores ,masculino,0-14,19.0
2019,82,Tumores ,masculino,15-34,52.0
2006,90,Tumores ,masculino,15-34,31.0
2009,30,Tumores ,masculino,15-34,19.0
2014,62,Tumores ,femenino,35-54,63.0
2012,70,Tumores ,femenino,35-54,67.0
2012,78,Tumores ,masculino,35-54,35.0
2006,54,Tumores ,femenino,35-54,97.0
2016,70,Tumores ,masculino,35-54,52.0
2015,42,Tumores ,femenino,35-54,37.0
2014,86,Tumores ,femenino,35-54,65.0
2014,34,Tumores ,femenino,35-54,63.0
2013,58,Tumores ,masculino,35-54,51.0
2022,66,Tumores ,masculino,35-54,76.0
2006,42,Tumores ,masculino,35-54,45.0
2022,18,Tumores ,femenino,35-54,122.0
2010,18,Tumores ,femenino,35-54,115.0
2019,46,Tumores ,masculino,55-74,100.0
2022,66,Tumores ,masculino,55-74,306.0
2020,18,Tumores ,masculino,55-74,422.0
2006,54,Tumores ,femenino,55-74,191.0
2017,54,Tumores ,femenino,75 o mas,154.0
2015,70,Tumores ,masculino,75 o mas,174.0
2013,34,Tumores ,femenino,55-74,125.0
2007,54,Tumores ,femenino,75 o mas,130.0
2009,46,Tumores ,femenino,75 o mas,55.0
2013,42,Tumores ,masculino,75 o mas,146.0
2012,46,Tumores ,masculino,75 o mas,56.0
2010,74,Tumores ,femenino,75 o mas,114.0
2006,70,Tumores ,femenino,75 o mas,145.0
2006,90,Tumores ,femenino,75 o mas,255.0
2009,18,Tumores ,femenino,75 o mas,190.0
2022,10,Tumores ,femenino,55-74,93.0
2014,34,Tumores ,masculino,75 o mas,111.0
2007,54,Tumores ,masculino,75 o mas,144.0
2016,46,Tumores ,femenino,75 o mas,63.0
2011,42,Tumores ,femenino,75 o mas,110.0
2008,90,Tumores ,masculino,35-54,87.0
2021,38,Tumores ,femenino,55-74,149.0
2018,66,Tumores ,femenino,75 o mas,221.0
2013,62,Tumores ,femenino,75 o mas,141.0
2022,99,Tumores ,femenino,75 o mas,17.0
2013,46,Tumores ,masculino,55-74,92.0
2019,58,Tumores ,masculino,75 o mas,194.0
2011,26,Tumores ,femenino,75 o mas,118.0
2022,74,Tumores ,masculino,75 o mas,156.0
2012,58,Tumores ,masculino,75 o mas,109.0
2018,10,Tumores ,masculino,75 o mas,65.0
2020,54,Tumores ,femenino,75 o mas,197.0
2021,46,Tumores ,masculino,75 o mas,62.0
2010,26,Tumores ,masculino,75 o mas,116.0
2020,58,Tumores ,masculino,75 o mas,175.0
2020,6,Tumores ,masculino,15-34,265.0
2015,22,Tumores ,femenino,75 o mas,236.0
2019,66,Tumores ,femenino,75 o mas,261.0
2013,90,Tumores ,femenino,55-74,357.0
2014,70,Tumores ,femenino,75 o mas,151.0
2007,94,Tumores ,masculino,35-54,9.0
2012,86,Tumores ,masculino,35-54,54.0
2010,34,Tumores ,femenino,75 o mas,71.0
2011,38,Tumores ,masculino,75 o mas,114.0
2006,18,Tumores ,masculino,75 o mas,175.0
2011,90,Tumores ,masculino,75 o mas,290.0
2012,54,Tumores ,femenino,75 o mas,144.0
2012,78,Tumores ,femenino,75 o mas,28.0
2022,38,Tumores ,femenino,55-74,166.0
2011,74,Tumores ,masculino,35-54,28.0
2009,90,Tumores ,femenino,75 o mas,281.0
2017,86,Tumores ,masculino,75 o mas,144.0
2017,99,Tumores ,masculino,35-54,9.0
2012,74,Tumores ,masculino,75 o mas,118.0
2013,18,Tumores ,masculino,75 o mas,215.0
2016,62,Tumores ,femenino,75 o mas,182.0
2013,14,Tumores ,femenino,0-14,14.0
2022,54,Tumores ,femenino,15-34,29.0
2013,62,Tumores ,masculino,75 o mas,176.0
2012,54,Tumores ,masculino,75 o mas,205.0
2016,18,Tumores ,masculino,75 o mas,241.0
2011,78,Tumores ,masculino,55-74,115.0
2017,38,Tumores ,masculino,35-54,42.0
2019,34,Tumores ,masculino,35-54,41.0
2013,66,Tumores ,masculino,35-54,71.0
2014,18,Tumores ,femenino,35-54,122.0
2019,46,Tumores ,masculino,35-54,18.0
2011,70,Tumores ,femenino,55-74,211.0
2005,54,Tumores ,masculino,75 o mas,135.0
2021,38,Tumores ,femenino,35-54,84.0
2021,22,Tumores ,femenino,75 o mas,210.0
2005,46,Tumores ,femenino,35-54,33.0
2017,18,Tumores ,masculino,75 o mas,206.0
2005,74,Tumores ,femenino,55-74,112.0
2014,62,Tumores ,masculino,75 o mas,196.0
2005,74,Tumores ,masculino,75 o mas,98.0
2014,46,Tumores ,femenino,75 o mas,53.0
2008,22,Tumores ,masculino,75 o mas,175.0
2014,74,Tumores ,masculino,55-74,193.0
2018,42,Tumores ,masculino,75 o mas,119.0
2022,46,Tumores ,femenino,55-74,103.0
2016,86,Tumores ,femenino,75 o mas,161.0
2015,86,Tumores ,femenino,75 o mas,153.0
2018,34,Tumores ,femenino,15-34,14.0
2007,82,Tumores ,femenino,15-34,47.0
2005,74,Tumores ,femenino,15-34,6.0
2017,2,Tumores ,femenino,15-34,29.0
2012,22,Tumores ,femenino,15-34,24.0
2022,90,Tumores ,masculino,15-34,27.0
2007,14,Tumores ,masculino,15-34,47.0
2010,22,Tumores ,masculino,35-54,102.0
2011,62,Tumores ,masculino,35-54,64.0
2020,42,Tumores ,femenino,55-74,125.0
2013,86,Tumores ,femenino,55-74,182.0
2006,58,Tumores ,masculino,55-74,196.0
2016,54,Tumores ,femenino,55-74,264.0
2017,78,Tumores ,femenino,55-74,70.0
2022,26,Tumores ,femenino,55-74,155.0
2007,74,Tumores ,femenino,55-74,125.0
2006,86,Tumores ,masculino,35-54,47.0
2005,58,Tumores ,masculino,75 o mas,111.0
2008,74,Tumores ,femenino,55-74,121.0
2008,10,Tumores ,masculino,55-74,67.0
2021,6,Tumores ,masculino,Sin Información,58.0
2015,66,Tumores ,femenino,55-74,275.0
2017,74,Tumores ,femenino,75 o mas,117.0
2008,99,Tumores ,masculino,55-74,40.0
2022,94,Tumores ,femenino,55-74,45.0
2008,99,Tumores ,femenino,55-74,18.0
2005,14,Tumores ,femenino,15-34,47.0
2016,38,Tumores ,masculino,35-54,42.0
